,title_id,title,region,language,averagerating,numvotes,primary_title,original_title,start_year,runtime_minutes,genres,release_date,production_budget,domestic_gross,worldwide_gross,profit_margin,movie_locations,location_coords,genre1,genre2,genre3
21090,tt2084970,The Imitation Game,US,,8.0,620834,The Imitation Game,The Imitation Game,2014,114.0,"Biography,Drama,Thriller","Nov 28, 2014","$15,000,000","$91,125,143","$227,740,463",15.182697533333334,"['Sherborne School, Sherborne, Dorset, England, UK', 'Bicester Aerodrome, Bicester, Oxfordshire, England, UK', 'Chesham, Buckinghamshire, England, UK', ""King's Cross Station, King's Cross, London, England, UK"", 'Sherborne School, Sherborne, Dorset, England, UK', 'Bletchley Park, Bletchley, Buckinghamshire, England, UK', 'Aldwych Underground Station, Aldwych, Holborn, London, England, UK', 'Joyce Grove, Nettlebed, Oxfordshire, England, UK', 'London, England, UK', 'West London Film Studios, London, England, UK']","[{'lat': 50.9473004, 'lng': -2.517117}, {'lat': 51.91581799999999, 'lng': -1.136398}, {'lat': 51.709401, 'lng': -0.612333}, {'lat': 51.5320013, 'lng': -0.1233234}, {'lat': 50.9473004, 'lng': -2.517117}, {'lat': 51.9976597, 'lng': -0.7406863}, {'lat': 51.5175079, 'lng': -0.1199355}, {'lat': 51.5737315, 'lng': -0.9890414999999999}, {'lat': 51.5073509, 'lng': -0.1277583}, {'lat': 51.509564, 'lng': -0.397815}]",Biography,Drama,Thriller
3567,tt1758692,Like Crazy,US,,6.7,55841,Like Crazy,Like Crazy,2011,86.0,"Drama,Romance","Oct 28, 2011","$250,000","$3,395,391","$3,728,400",14.9136,"['London, England, UK', 'Avalon, Santa Catalina Island, Channel Islands, California, USA', 'Los Angeles, California, USA', 'Santa Monica Pier, Santa Monica, California, USA', 'California State University Northridge - 18111 Nordhoff Street, Northridge, Los Angeles, California, USA', 'Bradley International Terminal, Los Angeles International Airport - 1 World Way, Los Angeles, California, USA']","[{'lat': 51.5073509, 'lng': -0.1277583}, {'lat': 33.3428193, 'lng': -118.3282279}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 34.0099215, 'lng': -118.4960063}, {'lat': 34.2410366, 'lng': -118.5276745}, {'lat': 33.9436059, 'lng': -118.4093731}]",Drama,Romance,
42393,tt7961060,Dragon Ball Super: Broly,US,,8.0,16465,Dragon Ball Super: Broly,Doragon bôru chô: Burorî,2018,100.0,"Action,Adventure,Animation","Jan 16, 2019","$8,500,000","$30,376,755","$122,747,755",14.440912352941176,"['Tokyo, Japan']","[{'lat': 35.6761919, 'lng': 139.6503106}]",Action,Adventure,Animation
6287,tt1065073,Boyhood,US,,7.9,315584,Boyhood,Boyhood,2014,165.0,Drama,"Jul 11, 2014","$4,000,000","$25,379,975","$57,273,049",14.31826225,"['Austin, Texas, USA', 'Pedernales Falls State Park - 2585 Park Road 6026, Johnson City, Texas, USA', 'San Marcos, Texas, USA', 'Houston, Texas, USA', 'Big Bend Ranch State Park, Texas, USA', 'Museum of Natural Science, 5555 Hermann Park Dr, Houston, Texas, USA', 'Terlingua, Texas, USA', 'Minute Maid Park - 501 Crawford Street, Houston, Texas, USA', 'Lost Pines, Bastrop, Texas, USA', 'Sul Ross State University, Alpine, Texas, USA', 'Big Bend National Park, Texas, USA', 'Sul Ross State University, Alpine, Texas, USA', 'Texas, USA', 'Cockrell Butterfly Center, Houston Museum of Natural Science, 5555 Hermann Park Dr,, Houston, Texas, USA', 'Dart Bowl, 5700 Grover Avenue, Austin, Texas, USA', 'Joe Dan Mills Elementary School, 6201 Davis Lane, Austin, Texas, USA', 'Alpine, Texas, USA', 'USA']","[{'lat': 30.267153, 'lng': -97.7430608}, {'lat': 30.3080239, 'lng': -98.2576738}, {'lat': 29.8832749, 'lng': -97.9413941}, {'lat': 29.7604267, 'lng': -95.3698028}, {'lat': 29.4703682, 'lng': -103.95784}, {'lat': 29.7221004, 'lng': -95.389614}, {'lat': 29.321586, 'lng': -103.6160191}, {'lat': 29.7572694, 'lng': -95.3555143}, {'lat': 30.0873153, 'lng': -97.501432}, {'lat': 30.3636948, 'lng': -103.6497628}, {'lat': 29.2499017, 'lng': -103.2501638}, {'lat': 30.3636948, 'lng': -103.6497628}, {'lat': 31.9685988, 'lng': -99.9018131}, {'lat': 29.721477, 'lng': -95.38972369999999}, {'lat': 30.3290019, 'lng': -97.73149959999999}, {'lat': 30.2109429, 'lng': -97.8784053}, {'lat': 30.3584919, 'lng': -103.6610115}, {'lat': 37.09024, 'lng': -95.712891}]",Drama,,
41966,tt6966692,Green Book,US,,8.3,204972,Green Book,Green Book,2018,130.0,"Biography,Comedy,Drama","Nov 16, 2018","$23,000,000","$85,080,171","$322,034,439",14.001497347826087,"['Houmas House Plantation, Burnside, Louisiana, USA', 'McAlister Auditorium, Tulane University, New Orleans, LA 70118, USA', 'English Turn Golf & Country Club, 1 Clubhouse Dr, New Orleans, Louisiana, USA', ""Ruby's Roadhouse, Mandeville, Louisiana, USA"", 'Carnegie Hall, New York City, New York, USA', 'International House Hotel, Camp Street, New Orleans, Louisiana, USA', 'Aloha Motel, Metairie, Louisiana, USA', 'Carver Theater, New Orleans, Louisiana, USA', 'Clover Grill, French Quarter, New Orleans, Louisiana, USA', 'New Orleans Athletic Club, New Orleans, Louisiana, USA', 'Northshore Broadcasting building, Hammond, Louisiana, USA', 'Orpheum Theater - 129 Roosevelt Way, New Orleans, Louisiana, USA', 'The Roosevelt New Orleans - 130 Roosevelt Way, New Orleans, Louisiana, USA', 'Amite, Louisiana, USA', ""Sigle's Antiques, Royal Street, New Orleans, Louisiana, USA"", 'Saenger Theater, New Orleans, Louisiana, USA', 'Macon, Georgia', 'W.P. Brown House, 4717 St. Charles Ave., New Orleans, Louisiana, USA', 'Louisiana, USA', 'Burnside, Louisiana, USA', 'French Quarter, New Orleans, Louisiana, USA', 'New Orleans, Louisiana, USA', 'Hammond, Louisiana, USA', 'Metairie, Louisiana, USA', 'USA']","[{'lat': 30.140658, 'lng': -90.935071}, {'lat': 29.93991329999999, 'lng': -90.11889939999999}, {'lat': 29.90633589999999, 'lng': -89.9543927}, {'lat': 30.3615474, 'lng': -90.05857089999999}, {'lat': 40.7651258, 'lng': -73.97992359999999}, {'lat': 29.9512357, 'lng': -90.06892769999999}, {'lat': 29.974471, 'lng': -90.1570814}, {'lat': 29.967103, 'lng': -90.076661}, {'lat': 29.9602875, 'lng': -90.0640176}, {'lat': 29.9568518, 'lng': -90.0713887}, {'lat': 30.5042309, 'lng': -90.45946939999999}, {'lat': 29.954465, 'lng': -90.072813}, {'lat': 29.9543428, 'lng': -90.0722983}, {'lat': 30.7265747, 'lng': -90.50898149999999}, {'lat': 29.9603297, 'lng': -90.06279819999999}, {'lat': 29.95654439999999, 'lng': -90.0725806}, {'lat': 32.8406946, 'lng': -83.6324022}, {'lat': 29.926624, 'lng': -90.10594359999999}, {'lat': 30.9842977, 'lng': -91.96233269999999}, {'lat': 30.1388095, 'lng': -90.9239868}, {'lat': 29.9584426, 'lng': -90.0644107}, {'lat': 29.95106579999999, 'lng': -90.0715323}, {'lat': 30.5043583, 'lng': -90.46119949999999}, {'lat': 29.9840922, 'lng': -90.1528519}, {'lat': 37.09024, 'lng': -95.712891}]",Biography,Comedy,Drama
28506,tt1431045,Deadpool,US,,8.0,820847,Deadpool,Deadpool,2016,108.0,"Action,Adventure,Comedy","Feb 12, 2016","$58,000,000","$363,070,709","$801,025,593",13.810786086206896,"['Vancouver, British Columbia, Canada', 'No 5 Orange - 205 Main St, Vancouver, British Columbia, Canada', 'Royal Roads University - 2005 Sooke Rd, Victoria, British Columbia, Canada', 'Detroit, Michigan, USA', 'Georgia Viaduct, Vancouver, British Columbia, Canada', 'Canada', '200-block Gore Ave, Vancouver, British Columbia, Canada', 'Chinatown, Vancouver, British Columbia, Canada', 'Surrey, British Columbia, Canada']","[{'lat': 49.2827291, 'lng': -123.1207375}, {'lat': 49.28305140000001, 'lng': -123.099956}, {'lat': 48.4342047, 'lng': -123.4739689}, {'lat': 42.331427, 'lng': -83.0457538}, {'lat': 49.2771839, 'lng': -123.1050337}, {'lat': 56.130366, 'lng': -106.346771}, {'lat': 49.2828502, 'lng': -123.0974253}, {'lat': 49.2801149, 'lng': -123.1058197}, {'lat': 49.1913466, 'lng': -122.8490125}]",Action,Adventure,Comedy
28943,tt1412386,The Best Exotic Marigold Hotel for the Elderly & Beautiful,US,,7.3,85811,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,2011,124.0,"Comedy,Drama,Romance","May 4, 2012","$10,000,000","$46,383,639","$134,639,780",13.463978,"['Jaipur, Rajasthan, India', 'Royal Castle Kanota, Kanota Bagh, Jaipur, Rajasthan, India', 'Udaipur, Rajasthan, India', 'Stansted Airport, Essex, England, UK', 'India']","[{'lat': 26.9124336, 'lng': 75.7872709}, {'lat': 26.872221, 'lng': 75.94950039999999}, {'lat': 24.585445, 'lng': 73.712479}, {'lat': 51.8860181, 'lng': 0.2388661}, {'lat': 20.593684, 'lng': 78.96288}]",Comedy,Drama,Romance
38827,tt5027774,"3 Billboards Outside Ebbing, Missouri",US,,8.2,344047,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,115.0,"Crime,Drama","Nov 10, 2017","$12,000,000","$54,513,740","$160,191,915",13.34932625,"['Sylva, North Carolina, USA', 'Black Mountain, North Carolina, USA', 'North Carolina, USA', 'Maggie Valley, North Carolina, USA', 'Dillsboro, North Carolina, USA', 'Cullowhee, North Carolina, USA', 'Asheville, North Carolina, USA', 'Clyde, North Carolina, USA', '581 W. Main Street, Sylva, North Carolina, USA', 'USA']","[{'lat': 35.3737111, 'lng': -83.22598029999999}, {'lat': 35.6178951, 'lng': -82.3212302}, {'lat': 35.7595731, 'lng': -79.01929969999999}, {'lat': 35.5181575, 'lng': -83.0976419}, {'lat': 35.3692665, 'lng': -83.2523705}, {'lat': 35.3137111, 'lng': -83.1765333}, {'lat': 35.5950581, 'lng': -82.5514869}, {'lat': 35.5334379, 'lng': -82.910691}, {'lat': 35.3735955, 'lng': -83.2234177}, {'lat': 37.09024, 'lng': -95.712891}]",Crime,Drama,
36423,tt2609912,Kevin Hart: Let Me Explain,US,,6.8,7880,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,2013,75.0,"Comedy,Documentary","Jul 3, 2013","$2,500,000","$32,244,051","$32,327,255",12.930902,"['Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA']","[{'lat': 40.7505045, 'lng': -73.9934387}]",Comedy,Documentary,
7298,tt2125435,Beasts of the Southern Wild,US,,7.3,77440,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy","Jun 27, 2012","$1,800,000","$12,795,746","$23,265,132",12.925073333333334,"['Terrebonne Parish, Louisiana, USA', 'Montegut, Louisiana, USA', 'New Orleans, Louisiana, USA', 'Louisiana, USA', 'USA']","[{'lat': 29.2299682, 'lng': -90.7532809}, {'lat': 29.4743852, 'lng': -90.55703079999999}, {'lat': 29.95106579999999, 'lng': -90.0715323}, {'lat': 30.9842977, 'lng': -91.96233269999999}, {'lat': 37.09024, 'lng': -95.712891}]",Adventure,Drama,Fantasy
6495,tt1690953,Despicable Me 2,US,,7.4,344230,Despicable Me 2,Despicable Me 2,2013,98.0,"Adventure,Animation,Comedy","Jul 3, 2013","$76,000,000","$368,065,385","$975,216,835",12.831800460526315,[],[],Adventure,Animation,Comedy
37701,tt6857112,Us,US,,7.1,102511,Us,Us,2019,116.0,"Horror,Mystery,Thriller","Mar 22, 2019","$20,000,000","$175,006,930","$254,210,310",12.7105155,"['Santa Cruz, California, USA', 'Los Angeles, California, USA', 'Santa Cruz Beach Boardwalk, Santa Cruz, California, USA', 'California, USA', 'USA']","[{'lat': 36.9741171, 'lng': -122.0307963}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 36.9636818, 'lng': -122.0183616}, {'lat': 36.778261, 'lng': -119.4179324}, {'lat': 37.09024, 'lng': -95.712891}]",Horror,Mystery,Thriller
37590,tt3741834,A Long Way Home,US,,8.1,181601,Lion,Lion,2016,118.0,"Biography,Drama","Nov 25, 2016","$12,000,000","$51,739,495","$149,570,720",12.464226666666667,"['Ganesh Talai ,Khandwa, India', 'Kolkata, West Bengal, India', 'Mount Wellington, Tasmania, Australia', 'Marion Bay, Tasmania, Australia', 'Hobart, Tasmania, Australia', 'Bruny Island, Tasmania, Australia', 'Melbourne, Victoria, Australia', 'Cape Hauy, Tasmania, Australia', 'Recherche Bay, South West Tasmania, Australia', 'Howrah Junction, Kolkata, West Bengal, India', 'India', 'Australia']","[{'lat': 21.8349615, 'lng': 76.3593872}, {'lat': 22.572646, 'lng': 88.36389500000001}, {'lat': -42.89, 'lng': 147.23}, {'lat': -42.8265569, 'lng': 147.856063}, {'lat': -42.8821377, 'lng': 147.3271949}, {'lat': -43.3937074, 'lng': 147.2679116}, {'lat': -37.8136276, 'lng': 144.9630576}, {'lat': -43.1463889, 'lng': 148.0019445}, {'lat': -43.55, 'lng': 146.9}, {'lat': 22.5839456, 'lng': 88.3434068}, {'lat': 20.593684, 'lng': 78.96288}, {'lat': -25.274398, 'lng': 133.775136}]",Biography,Drama,
41726,tt4598720,Glass,US,,8.2,84,Glass,Glass,2016,71.0,"Drama,Mystery,Thriller","Jan 18, 2019","$20,000,000","$111,035,005","$245,303,505",12.26517525,"['Texas, USA', 'Boerne, Texas, USA']","[{'lat': 31.9685988, 'lng': -99.9018131}, {'lat': 29.79466409999999, 'lng': -98.7319703}]",Drama,Mystery,Thriller
41735,tt6823368,Glass,US,,6.8,133793,Glass,Glass,2019,129.0,"Drama,Sci-Fi,Thriller","Jan 18, 2019","$20,000,000","$111,035,005","$245,303,505",12.26517525,"['Allentown State Hospital, 1600 Hanover Ave., Allentown, Pennsylvania, USA', 'Ontario Street Comic Book Shop, 2235 E. Ontario St., Philadelphia, Pennsylvania, USA', 'Porto Alegre, Brazil', '227 S 18th St, Philadelphia, Pennsylvania, USA', 'Pennsylvania, USA', 'USA']","[{'lat': 40.6153745, 'lng': -75.42987509999999}, {'lat': 39.9931412, 'lng': -75.1032944}, {'lat': -30.0346471, 'lng': -51.2176584}, {'lat': 39.9491222, 'lng': -75.170749}, {'lat': 41.2033216, 'lng': -77.1945247}, {'lat': 37.09024, 'lng': -95.712891}]",Drama,Sci-Fi,Thriller
42877,tt6450186,I Can Only Imagine,US,,7.4,11439,I Can Only Imagine,I Can Only Imagine,2018,110.0,"Biography,Drama,Family","Mar 16, 2018","$7,000,000","$83,482,352","$85,604,221",12.22917442857143,"['Oklahoma City, Oklahoma, USA', 'El Reno, Oklahoma, USA', 'Jones, Oklahoma, USA', 'Yukon, Oklahoma, USA', 'Del City, Oklahoma, USA', 'Bethany, Oklahoma, USA']","[{'lat': 35.4675602, 'lng': -97.5164276}, {'lat': 35.5322741, 'lng': -97.9550493}, {'lat': 35.5658936, 'lng': -97.2869781}, {'lat': 35.5067215, 'lng': -97.76254410000001}, {'lat': 35.4420062, 'lng': -97.4408698}, {'lat': 35.5186678, 'lng': -97.63226390000001}]",Biography,Drama,Family
7003,tt1544600,The Grace Card,US,,6.6,2488,The Grace Card,The Grace Card,2010,101.0,Drama,"Feb 25, 2011","$200,000","$2,430,735","$2,430,735",12.153675,"['Memphis, Tennessee, USA']","[{'lat': 35.1495343, 'lng': -90.0489801}]",Drama,,
33217,tt0790636,Dallas Buyers Club,US,,8.0,402462,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama","Nov 1, 2013","$5,000,000","$27,298,285","$60,611,845",12.122369,"['New Orleans, Louisiana, USA']","[{'lat': 29.95106579999999, 'lng': -90.0715323}]",Biography,Drama,
14081,tt1549572,Another Earth,US,,7.0,85839,Another Earth,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi","Jul 22, 2011","$175,000","$1,321,194","$2,102,779",12.01588,"['West Haven, Connecticut, USA', 'New Haven, Connecticut, USA']","[{'lat': 41.2705484, 'lng': -72.9469711}, {'lat': 41.308274, 'lng': -72.9278835}]",Drama,Romance,Sci-Fi
16113,tt2704210,All You Need Is Love,US,,6.8,9,All You Need Is Love,All You Need Is Love,2014,90.0,Documentary,"Oct 31, 2014","$300,000",$0,"$3,565,259",11.884196666666666,[],[],Documentary,,
25559,tt2582802,Whiplash,US,,8.5,616916,Whiplash,Whiplash,2014,106.0,"Drama,Music","Oct 10, 2014","$3,300,000","$13,092,006","$38,969,037",11.80879909090909,"['Santa Clarita, California, USA', 'Los Angeles, California, USA', 'Orpheum Theater - 842 South Broadway, Downtown, Los Angeles, California, USA']","[{'lat': 34.3916641, 'lng': -118.542586}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 34.0425, 'lng': -118.2555556}]",Drama,Music,
24876,tt0964517,The Fighter,US,,7.8,316539,The Fighter,The Fighter,2010,116.0,"Biography,Drama,Sport","Dec 10, 2010","$11,000,000","$93,617,009","$129,262,388",11.751126181818181,"['Lowell, Massachusetts, USA', 'Smith Street, between Westford and Branch, Lowell, Massachusetts, USA', ""Ramalho's West End Gym, Lawrence Street, Lowell, Massachusetts, USA"", 'S Anderson St & Artemus St, Los Angeles, California, USA', 'Lexington, Massachusetts, USA', 'Massachusetts, USA', 'Los Angeles, California, USA', 'USA', 'California, USA']","[{'lat': 42.6334247, 'lng': -71.31617179999999}, {'lat': 42.6337811, 'lng': -71.322721}, {'lat': 42.632492, 'lng': -71.30330649999999}, {'lat': 47.250062, 'lng': -122.472665}, {'lat': 42.4473497, 'lng': -71.2271531}, {'lat': 42.4072107, 'lng': -71.3824374}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 37.09024, 'lng': -95.712891}, {'lat': 36.778261, 'lng': -119.4179324}]",Biography,Drama,Sport
36641,tt3235888,It Follows,US,,6.9,182839,It Follows,It Follows,2014,100.0,"Horror,Mystery","Mar 13, 2015","$2,000,000","$14,674,077","$23,250,755",11.6253775,"['Redford Theatre, Detroit, Michigan, USA', ""Clark's Ice Cream and Yogurt, Berkley, Michigan, USA"", 'High Lift Building, Water Works Park, Detroit, Michigan, USA', 'Clawson High School, Clawson, Michigan, USA', 'Northville Psychiatric Hospital, Northville, Michigan, USA', 'University of Detroit - 4001 W. McNichols Road, Detroit, Michigan, USA', 'Sterling Heights, Michigan, USA', 'Trafalgar Way Sterling Heights, Michigan, USA', 'Detroit, Michigan, USA', 'Packard Plant, Detroit, Michigan, USA', 'Michigan, USA', 'Jaycee Park, Troy, Michigan, USA']","[{'lat': 42.4174271, 'lng': -83.2575454}, {'lat': 42.5032009, 'lng': -83.1926343}, {'lat': 42.3586502, 'lng': -82.9795303}, {'lat': 42.5355929, 'lng': -83.1481951}, {'lat': 42.4343119, 'lng': -83.4755551}, {'lat': 42.4141556, 'lng': -83.1379932}, {'lat': 42.5803122, 'lng': -83.0302033}, {'lat': 42.5784233, 'lng': -83.02345179999999}, {'lat': 42.331427, 'lng': -83.0457538}, {'lat': 42.3794008, 'lng': -83.028669}, {'lat': 44.3148443, 'lng': -85.60236429999999}, {'lat': 42.5925769, 'lng': -83.1147802}]",Horror,Mystery,
38290,tt4263482,The Witch,US,en,6.8,154278,The Witch,The VVitch: A New-England Folktale,2015,92.0,"Horror,Mystery","Feb 19, 2016","$3,500,000","$25,138,705","$40,454,520",11.558434285714286,"['Kiosk, Ontario, Canada']","[{'lat': 46.092898, 'lng': -78.885035}]",Horror,Mystery,
42289,tt6472976,Five Feet Apart,US,,7.2,10645,Five Feet Apart,Five Feet Apart,2019,116.0,"Drama,Romance","Mar 15, 2019","$7,000,000","$45,729,221","$80,504,421",11.500631571428572,"['New Orleans, Louisiana, USA']","[{'lat': 29.95106579999999, 'lng': -90.0715323}]",Drama,Romance,
16671,tt1866249,The Surrogate,US,,7.2,39731,The Sessions,The Sessions,2012,95.0,"Biography,Comedy,Drama","Oct 19, 2012","$1,000,000","$6,002,451","$11,495,204",11.495204,"['San Francisco, California, USA']","[{'lat': 37.7749295, 'lng': -122.4194155}]",Biography,Comedy,Drama
15473,tt1045658,Silver Linings Playbook,US,,7.7,621018,Silver Linings Playbook,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance","Nov 16, 2012","$21,000,000","$132,092,958","$236,412,453",11.257735857142857,"['238 S. Madison Avenue, Upper Darby, Pennsylvania, USA', '6 South Swarthmore Avenue, Ridley Park, Pennsylvania, USA', '122 S. 8th. Street, Philadelphia, Pennsylvania, USA', 'Lincoln Financial Field - 1020 Pattison Avenue, Philadelphia, Pennsylvania, USA', 'Norristown State Hospital - 1001 Sterigere Street, Norristown, Pennsylvania, USA', '31 N. Lansdowne Avenue, Lansdowne, Pennsylvania, USA', '834 Chestnut Street, Philadelphia, Pennsylvania, USA', 'Llanerch - 95 E. Township Line Road, Upper Darby, Pennsylvania, USA', 'Bonner & Prendergast Catholic High School - 403 N. Lansdowne Avenue, Drexel Hill, Pennsylvania, USA', 'USA', '1046 Villanova Avenue, Swarthmore, Pennsylvania, USA', 'Delaware, USA']","[{'lat': 39.9634028, 'lng': -75.28165150000001}, {'lat': 39.8757672, 'lng': -75.3199966}, {'lat': 39.9487723, 'lng': -75.1543003}, {'lat': 39.900789, 'lng': -75.1674341}, {'lat': 40.1316746, 'lng': -75.3442802}, {'lat': 39.939393, 'lng': -75.2721519}, {'lat': 39.9493831, 'lng': -75.1551309}, {'lat': 39.9689079, 'lng': -75.2929516}, {'lat': 46.8694494, 'lng': -113.8724093}, {'lat': 37.09024, 'lng': -95.712891}, {'lat': 39.8947245, 'lng': -75.3352737}, {'lat': 38.9108325, 'lng': -75.52766989999999}]",Comedy,Drama,Romance
13472,tt1637725,Ted,US,,6.9,538367,Ted,Ted,2012,106.0,"Comedy,Fantasy","Jun 29, 2012","$50,000,000","$218,665,740","$556,016,627",11.12033254,"['The Midtown Hotel, Huntington Avenue, Boston, Massachusetts, USA', 'Esplanade, Boston, Massachusetts, USA', 'Chandler Street, South End, Boston, Massachusetts, USA', '48 Chestnut St, Chelsea, Massachusetts, USA', 'Fenway Park - 4 Jersey Street, Boston, Massachusetts, USA', 'New England Aquarium - Central Wharf, Boston, Massachusetts, USA', '46 Atlantic Avenue, Swampscott, Massachusetts, USA', 'Boston Common, Boston, Massachusetts, USA', '157 Hawthone Street, Chelsea, Massachusetts, USA', '83 Broadway, Chelsea, Massachusetts, USA', '183 Massachusetts Avenue, Boston, Massachusetts, USA', 'Chelsea, Massachusetts, USA', 'Norwood, Massachusetts, USA', 'Boston, Massachusetts, USA', 'Massachusetts, USA', 'National Aquarium - Baltimore, Maryland, USA', 'Venu - 100 Warrenton Street, Boston, Massachusetts, USA', 'USA', '129 Albemarle Road, Norwood, Massachusetts, USA', 'Sorellina - 1 Huntington Avenue, Boston, Massachusetts, USA', 'Gaslight Brasserie - 560 Harrison Avenue, Boston, Massachusetts, USA', 'Union United Methodist Church - 485 Columbus Avenue, Boston, Massachusetts, USA']","[{'lat': 42.3437118, 'lng': -71.0833588}, {'lat': 42.3556187, 'lng': -71.0788876}, {'lat': 42.3467364, 'lng': -71.0718314}, {'lat': 42.3894272, 'lng': -71.0422785}, {'lat': 42.3466764, 'lng': -71.0972178}, {'lat': 42.3591346, 'lng': -71.0497542}, {'lat': 42.4719387, 'lng': -70.8930326}, {'lat': 42.3554331, 'lng': -71.0640442}, {'lat': 42.39203639999999, 'lng': -71.0342229}, {'lat': 42.3881075, 'lng': -71.0422177}, {'lat': 42.3455392, 'lng': -71.0871356}, {'lat': 42.3917638, 'lng': -71.0328284}, {'lat': 42.19439089999999, 'lng': -71.19896949999999}, {'lat': 42.3600825, 'lng': -71.0588801}, {'lat': 42.4072107, 'lng': -71.3824374}, {'lat': 39.2853928, 'lng': -76.6083984}, {'lat': 42.350758, 'lng': -71.0662}, {'lat': 37.09024, 'lng': -95.712891}, {'lat': 42.1915826, 'lng': -71.2286963}, {'lat': 42.348811, 'lng': -71.07786}, {'lat': 42.3408017, 'lng': -71.0676489}, {'lat': 42.343135, 'lng': -71.079137}]",Comedy,Fantasy,
45063,tt5462602,The Big Sick,US,,7.6,104008,The Big Sick,The Big Sick,2017,120.0,"Comedy,Drama,Romance","Jun 23, 2017","$5,000,000","$42,872,467","$53,972,860",10.794572,"['Chicago, Illinois, USA']","[{'lat': 41.8781136, 'lng': -87.6297982}]",Comedy,Drama,Romance
