,title_id,title,region,language,averagerating,numvotes,primary_title,original_title,start_year,runtime_minutes,genres,release_date,production_budget,domestic_gross,worldwide_gross,profit_margin,movie_locations,location_coords,genre1,genre2,genre3
8707,tt1454029,The Help,US,,8.1,392699,The Help,The Help,2011,146.0,Drama,"Aug 10, 2011","$25,000,000","$169,705,587","$213,120,004",8.52480016,"['Greenwood, Mississippi, USA', 'Jackson, Mississippi, USA', 'Clarksdale, Mississippi, USA']","[{'lat': 33.5162315, 'lng': -90.1795281}, {'lat': 32.2987573, 'lng': -90.1848103}, {'lat': 34.2001086, 'lng': -90.5709323}]",Drama,,
3102,tt2294629,Frozen,US,,7.5,516998,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy","Nov 22, 2013","$150,000,000","$400,738,009","$1,272,469,910",8.483132733333333,"['Walt Disney Animation Studios - 2100 W Riverside Drive, Burbank, California, USA', 'Norway, Norge']","[{'lat': 34.1555974, 'lng': -118.3230868}, {'lat': 60.47202399999999, 'lng': 8.468945999999999}]",Adventure,Animation,Comedy
2492,tt1392170,Artemis,US,,7.2,795227,The Hunger Games,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi","Mar 23, 2012","$80,000,000","$408,010,692","$677,923,379",8.4740422375,"['Shelby, North Carolina, USA', 'Pisgah National Forest, North Carolina, USA', 'Asheville, North Carolina, USA', 'Concord, North Carolina, USA', 'Charlotte, North Carolina, USA', 'Hildebran, North Carolina, USA', 'North Fork Reservoir, North Carolina, USA', 'Knight Theatre, Charlotte, North Carolina, USA', 'Black Mountain, North Carolina, USA', 'North Carolina, USA', 'DuPont State Forest, North Carolina, USA', 'Barnardsville, North Carolina, USA', 'Cedar Mountain, North Carolina, USA', 'USA']","[{'lat': 35.2923513, 'lng': -81.5356463}, {'lat': 35.2847473, 'lng': -82.7270293}, {'lat': 35.5950581, 'lng': -82.5514869}, {'lat': 35.4087517, 'lng': -80.579511}, {'lat': 35.2270869, 'lng': -80.8431267}, {'lat': 35.7140208, 'lng': -81.42203339999999}, {'lat': 35.6633219, 'lng': -82.34441749999999}, {'lat': 35.2248305, 'lng': -80.847842}, {'lat': 35.6178951, 'lng': -82.3212302}, {'lat': 35.7595731, 'lng': -79.01929969999999}, {'lat': 35.18997969999999, 'lng': -82.60345269999999}, {'lat': 35.7776007, 'lng': -82.4548124}, {'lat': 35.1434499, 'lng': -82.6429035}, {'lat': 37.09024, 'lng': -95.712891}]",Action,Adventure,Sci-Fi
41984,tt3470600,Sing,US,,7.1,115951,Sing,Sing,2016,108.0,"Animation,Comedy,Family","Dec 21, 2016","$75,000,000","$270,329,045","$634,454,789",8.459397186666667,"['Illumination Entertainment - 1805 Colorado Avenue, Santa Monica, California, USA']","[{'lat': 34.0271219, 'lng': -118.4758485}]",Animation,Comedy,Family
27658,tt3316960,Still Alice,US,,7.5,116832,Still Alice,Still Alice,2014,101.0,Drama,"Jan 16, 2015","$5,000,000","$18,656,400","$41,699,612",8.3399224,"['Lido Beach, New York, USA', 'Dobbs Ferry, New York, USA', 'New York City, New York, USA', 'Bronx, New York City, New York, USA', 'Columbia University - Broadway & 116th Street, Manhattan, New York City, New York, USA', '431 West 162nd Street, Manhattan, New York City, New York, USA']","[{'lat': 40.5889926, 'lng': -73.6254072}, {'lat': 41.0145418, 'lng': -73.87263500000002}, {'lat': 40.7127753, 'lng': -74.0059728}, {'lat': 40.8447819, 'lng': -73.8648268}, {'lat': 40.8063886, 'lng': -73.9643289}, {'lat': 40.83544, 'lng': -73.93834799999999}]",Drama,,
36552,tt2980516,The Theory of Everything,US,,7.7,361534,The Theory of Everything,The Theory of Everything,2014,123.0,"Biography,Drama,Romance","Nov 7, 2014","$15,000,000","$35,893,537","$123,327,692",8.221846133333333,"['Cambridge, Cambridgeshire, England, UK', 'Dunsfold Park Aerodrome, Dunsfold Park, Dunsfold, Surrey, England, UK', 'Camber Sands, Camber, East Sussex, England, UK', 'Swinley Forest, Bracknell, Berkshire, England, UK', 'Harrow School, Harrow, Middlesex, England, UK', 'Pinner, Middlesex, England, UK', 'UK', ""St. John's College, Cambridge University, Cambridge, Cambridgeshire, England, UK"", '14 Kidderpore Avenue, Hampstead, London, England, UK', 'Horsted Keynes station, Bluebell Railway, West Sussex, England, UK', 'Royal Standard of England pub, Forty Green, Buckinghamshire, England, UK', 'Penn, Buckinghamshire, England, UK', 'Church Lane, Pinner, Middlesex, England, UK', 'Royal Opera House, Bow Street, Covent Garden, London, England, UK', ""Lancaster House, The Mall, St. James's, London, England, UK"", 'Hampton Court Palace, East Molesey, Surrey, England, UK', 'Ealing Studios, London, England, UK']","[{'lat': 52.205337, 'lng': 0.121817}, {'lat': 51.1194484, 'lng': -0.53061}, {'lat': 50.9327242, 'lng': 0.7960442999999999}, {'lat': 51.3864831, 'lng': -0.7397096999999999}, {'lat': 51.5725237, 'lng': -0.3334223000000001}, {'lat': 51.595172, 'lng': -0.378002}, {'lat': 55.378051, 'lng': -3.435973}, {'lat': 52.2087167, 'lng': 0.114865}, {'lat': 51.5582128, 'lng': -0.1946691}, {'lat': 50.9955329, 'lng': -0.0008927999999999999}, {'lat': 51.6186778, 'lng': -0.6686586}, {'lat': 51.6341088, 'lng': -0.6701889999999999}, {'lat': 51.59350790000001, 'lng': -0.3773117}, {'lat': 51.5129211, 'lng': -0.1221976}, {'lat': 51.5037763, 'lng': -0.1391568}, {'lat': 51.4036128, 'lng': -0.3377623}, {'lat': 51.5085975, 'lng': -0.3057851}]",Biography,Drama,Romance
29677,tt1399683,Winter's Bone,US,,7.2,127751,Winter's Bone,Winter's Bone,2010,100.0,"Drama,Mystery","Jun 11, 2010","$2,000,000","$6,531,503","$16,131,551",8.0657755,"['Forsyth, Missouri, USA', 'Christian County, Missouri, USA', 'Taney County, Missouri, USA', 'Branson, Missouri, USA']","[{'lat': 36.6850612, 'lng': -93.1199012}, {'lat': 36.99764400000001, 'lng': -93.17796589999999}, {'lat': 36.6576378, 'lng': -93.0175712}, {'lat': 36.6436731, 'lng': -93.21851439999999}]",Drama,Mystery,
11381,tt1655442,Beauty Spot,US,,7.9,217184,The Artist,The Artist,2011,100.0,"Comedy,Drama,Romance","Nov 25, 2011","$16,000,000","$44,667,095","$128,256,712",8.0160445,"['Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA', 'Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA', 'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA', 'Fremont Mansion - 56 Fremont Place, Los Angeles, California, USA', 'Hancock Park, Los Angeles, California, USA', 'Million Dollar Theatre - 307 S. Broadway, Downtown, Los Angeles, California, USA', 'Pasadena, California, USA', '104 Fremont Place, Los Angeles, California, USA', 'Los Angeles, California, USA', 'Red Studios, 846 N. Cahuenga Blvd., Hollywood, Los Angeles, California, USA', 'The Cicada Restaurant and Club - 617 S Olive St, Los Angeles, California, USA', 'The Ebell of Los Angeles - 743 S Lucerne Blvd, Los Angeles, California, USA', 'Orpheum Theater - 842 South Broadway, Downtown, Los Angeles, California, USA', 'Oakwood Avenue, Los Angeles, California, USA', 'Los Angeles Theatre - 615 S. Broadway, Downtown, Los Angeles, California, USA', 'June Street, Los Angeles, California, USA', 'Hudson Avenue, Los Angeles, California, USA', '104 Fremont Place, Los Angeles, California, USA', 'Eagle Rock Substation, 7888 N. Figueroa Street, Los Angeles, California, USA', 'American Film Institute, 2021 North Western Avenue, Los Angeles, California, USA']","[{'lat': 34.050604, 'lng': -118.2478573}, {'lat': 34.0836571, 'lng': -118.3193436}, {'lat': 34.149365, 'lng': -118.337742}, {'lat': 34.0602774, 'lng': -118.325877}, {'lat': 34.0723327, 'lng': -118.3286614}, {'lat': 34.050838, 'lng': -118.2483286}, {'lat': 34.1477849, 'lng': -118.1445155}, {'lat': 34.060063, 'lng': -118.3279105}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 34.0861345, 'lng': -118.3282368}, {'lat': 34.0477241, 'lng': -118.2547008}, {'lat': 34.0612048, 'lng': -118.3248513}, {'lat': 34.0425, 'lng': -118.2555556}, {'lat': 34.078906, 'lng': -118.3330481}, {'lat': 34.046444, 'lng': -118.2526466}, {'lat': 34.0852959, 'lng': -118.3341945}, {'lat': 34.0608516, 'lng': -118.3337444}, {'lat': 34.060063, 'lng': -118.3279105}, {'lat': 34.1498032, 'lng': -118.1834831}, {'lat': 34.1075984, 'lng': -118.3099625}]",Comedy,Drama,Romance
31782,tt2820852,Furious 7,US,,7.2,335074,Furious 7,Furious Seven,2015,137.0,"Action,Crime,Thriller","Apr 3, 2015","$190,000,000","$353,007,020","$1,518,722,794",7.9932778631578945,"['Abu Dhabi, United Arab Emirates', 'Bloor St, Toronto, Ontario, Canada', 'Woodland Park, Colorado, USA', 'Atlanta, Georgia, USA', 'Teller County, Aspen Ranch, Colorado, USA', 'Social Circle, Georgia, USA', 'Santa Clarita, California, USA', 'Gwinnett County, Georgia, USA', 'Oakland Cemetery, Atlanta, Georgia, USA', 'Norcross, Georgia, USA', 'Clayton County, Georgia, USA', 'Los Angeles, California, USA', 'Montecristi, Dominican Republic', 'Azerbaijan', 'Stage 18, Universal Studios - 100 Universal City Plaza, Universal City, California, USA', 'Stage 44, Universal Studios - 100 Universal City Plaza, Universal City, California, USA', 'Santa Clarita Studios - 25135 Anza Drive, Santa Clarita, California, USA', 'Mann Biomedical Park, Santa Clarita, California, USA', 'Stage 28, Universal Studios - 100 Universal City Plaza, Universal City, California, USA', 'Rykoff Building, 741 Terminal St, Los Angeles, California, USA', 'Malibu, California, USA', '722 E Kensington Rd, Los Angeles, California, USA', 'Coachella Valley, California, USA', 'Willow Springs International Motorsports Park, Rosamond, California, USA', 'California City, California, USA']","[{'lat': 24.453884, 'lng': 54.3773438}, {'lat': 43.6702312, 'lng': -79.38676339999999}, {'lat': 38.9938808, 'lng': -105.0569301}, {'lat': 33.7489954, 'lng': -84.3879824}, {'lat': 38.86115789999999, 'lng': -105.1726816}, {'lat': 33.656228, 'lng': -83.718231}, {'lat': 34.3916641, 'lng': -118.542586}, {'lat': 33.9190653, 'lng': -84.01674229999999}, {'lat': 33.748535, 'lng': -84.37298969999999}, {'lat': 33.9412127, 'lng': -84.2135309}, {'lat': 33.5571944, 'lng': -84.375233}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 19.8473452, 'lng': -71.6406361}, {'lat': 40.143105, 'lng': 47.576927}, {'lat': 34.13811680000001, 'lng': -118.3533783}, {'lat': 34.13811680000001, 'lng': -118.3533783}, {'lat': 34.4313674, 'lng': -118.5780217}, {'lat': 34.4551645, 'lng': -118.5801816}, {'lat': 34.13811680000001, 'lng': -118.3533783}, {'lat': 34.0375246, 'lng': -118.4418971}, {'lat': 34.0259216, 'lng': -118.7797571}, {'lat': 34.0688724, 'lng': -118.2514517}, {'lat': 33.7666873, 'lng': -116.3591772}, {'lat': 34.869957, 'lng': -118.264432}, {'lat': 35.125801, 'lng': -117.9859038}]",Action,Crime,Thriller
38397,tt3104988,Crazy Rich Asians,US,,7.0,96617,Crazy Rich Asians,Crazy Rich Asians,2018,120.0,"Comedy,Romance","Aug 15, 2018","$30,000,000","$174,532,921","$238,099,711",7.936657033333334,"['Langkawi, Malaysia', 'Penang, Malaysia', 'Newton Food Centre, Newton, Singapore', 'The Raffles Hotel, 1 Beach Rd, Singapore', 'Carcosa Seri Negara, Wilayah Persekutuan Kuala Lumpur, Malaysia', 'Convent of the Holy Infant Jesus Middle Education School, Caldwell House, Victoria Street, Central Singapore', 'Marina Bay Sands Hotel, 10 Bayfront Ave, Singapore', 'The St Regis Kuala Lumpur, No 6, Jalan Stesen Sentral 2, Kuala Lumpur, Malaysia', 'The Four Seasons Langkawi Island, Jalan Tanjung Rhu, Kedah, Malaysia', 'Chinatown, Bukit Pasoh Road, Singapore', 'Sentosa Island, Singapore', 'Gardens by the Bay, 18 Marina Gardens Dr, Central Singapore', 'Cheong Fatt Tze Mansion, Leith Street, George Town, Pulau Penang, Malaysia', 'Belanda house, Kuala Lumpur, Malaysia', 'Subang Jaya, Petaling District, Selangor, Malaysia', 'International Exhibition & Convention Centre, Jalan Dulang, Mines Resort City, Selangor, Malaysia']","[{'lat': 6.35, 'lng': 99.8}, {'lat': 5.4163935, 'lng': 100.3326786}, {'lat': 1.3119888, 'lng': 103.8395742}, {'lat': 1.2948829, 'lng': 103.8544791}, {'lat': 3.1416951, 'lng': 101.6819576}, {'lat': 1.2955624, 'lng': 103.8520086}, {'lat': 1.2821333, 'lng': 103.8586374}, {'lat': 3.1367672, 'lng': 101.6889156}, {'lat': 6.44642, 'lng': 99.807966}, {'lat': 1.279336, 'lng': 103.8406052}, {'lat': 1.2494041, 'lng': 103.8303209}, {'lat': 1.2815683, 'lng': 103.8636132}, {'lat': 5.4215027, 'lng': 100.3348437}, {'lat': 3.101576, 'lng': 101.6782183}, {'lat': 3.0567333, 'lng': 101.5851192}, {'lat': 49.1283688, 'lng': -123.0975648}]",Comedy,Romance,
5025,tt1323594,Despicable Me,US,,7.7,464511,Despicable Me,Despicable Me,2010,95.0,"Animation,Comedy,Family","Jul 9, 2010","$69,000,000","$251,513,985","$543,464,573",7.87629815942029,[],[],Animation,Comedy,Family
17550,tt2771200,Beauty and the Beast,US,,7.2,238325,Beauty and the Beast,Beauty and the Beast,2017,129.0,"Family,Fantasy,Musical","Mar 17, 2017","$160,000,000","$504,014,165","$1,259,199,706",7.8699981625,"['Shepperton Studios, Shepperton, Surrey, England, UK', 'London, England, UK', 'Ashridge Estate, Hertfordshire, England, UK', 'England, UK', 'UK', 'H Stage, Shepperton Studios, Shepperton, Surrey, England, UK', 'A Stage, Shepperton Studios, Shepperton, Surrey, England, UK', 'B Stage, Shepperton Studios, Shepperton, Surrey, England, UK', 'C Stage, Shepperton Studios, Shepperton, Surrey, England, UK', 'D Stage, Shepperton Studios, Shepperton, Surrey, England, UK', 'E Stage, Shepperton Studios, Shepperton, Surrey, England, UK', 'F Stage, Shepperton Studios, Shepperton, Surrey, England, UK', 'G Stage, Shepperton Studios, Shepperton, Surrey, England, UK', 'R Stage, Shepperton Studios, Shepperton, Surrey, England, UK']","[{'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.5073509, 'lng': -0.1277583}, {'lat': 51.8070446, 'lng': -0.5935157999999999}, {'lat': 52.3555177, 'lng': -1.1743197}, {'lat': 55.378051, 'lng': -3.435973}, {'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.4078228, 'lng': -0.4660922}, {'lat': 51.4078228, 'lng': -0.4660922}]",Family,Fantasy,Musical
37032,tt4925292,Lady Bird,US,,7.4,177677,Lady Bird,Lady Bird,2017,94.0,"Comedy,Drama","Nov 3, 2017","$10,000,000","$48,958,273","$78,610,769",7.8610769,"['Sacramento, California, USA', '410 El Camino Ave, Sacramento, California, USA', '1200 block 44th Street, Sacramento, California, USA', 'South Pasadena, California, USA', '3255 H Street, Sacramento, California, USA', 'Kaldi Coffee & Tea - 1019 El Centro St, South Pasadena, California, USA', 'Alverno High School - 200 North Michillinda Avenue, Sierra Madre, California, USA', '6701 Orion Avenue, Van Nuys, California, USA', '2331 North N Street, Sacramento, California, USA', 'First Presbyterian Church, New York City, New York. USA', 'South Pasadena High School - 1401 Fremont Avenue, South Pasadena, California, USA', 'New York, USA', 'Sacramento International Airport, 6900 Airport Bvd, Sacramento, California, USA', 'Los Angeles, California, USA', 'Club Raven, 3246 J.St., Sacramento, California, USA', 'Sacramento, California, USA', 'Los Angeles, California, USA', 'New York City, New York, USA', 'New York City, New York, USA', 'USA', 'California, USA']","[{'lat': 38.5815719, 'lng': -121.4943996}, {'lat': 38.6104563, 'lng': -121.4573125}, {'lat': 38.5663692, 'lng': -121.4497022}, {'lat': 34.1161196, 'lng': -118.1503488}, {'lat': 38.5746559, 'lng': -121.4614613}, {'lat': 39.042494, 'lng': -94.590823}, {'lat': 34.1659526, 'lng': -118.0666939}, {'lat': 34.1921263, 'lng': -118.4709804}, {'lat': 38.5710796, 'lng': -121.4765879}, {'lat': 40.734514, 'lng': -73.99495189999999}, {'lat': 34.1097728, 'lng': -118.1544073}, {'lat': 40.7127753, 'lng': -74.0059728}, {'lat': 38.6950854, 'lng': -121.5900648}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 38.5720086, 'lng': -121.4630052}, {'lat': 38.5815719, 'lng': -121.4943996}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 40.7127753, 'lng': -74.0059728}, {'lat': 40.7127753, 'lng': -74.0059728}, {'lat': 37.09024, 'lng': -95.712891}, {'lat': 36.778261, 'lng': -119.4179324}]",Comedy,Drama,
32637,tt2209418,Untitled Before Sunset Sequel,US,,7.9,123107,Before Midnight,Before Midnight,2013,109.0,"Drama,Romance","May 24, 2013","$3,000,000","$8,110,621","$23,251,930",7.7506433333333336,"['The Westin Resort Costa Navarino, Messinia, Greece', 'Kardamyli, Messinia, Greece', ""Patrick Leigh Fermor's house - Kardamyli, Messinia, Greece"", 'Messinia, Greece', 'Pylos, Greece', 'Kalamata International Airport - Kalamata, Messinia, Greece', 'Greece']","[{'lat': 36.995905, 'lng': 21.65081}, {'lat': 36.8870432, 'lng': 22.2329977}, {'lat': 36.8785903, 'lng': 22.2401646}, {'lat': 37.1424653, 'lng': 21.9522491}, {'lat': 36.91307560000001, 'lng': 21.6963472}, {'lat': 37.0548554, 'lng': 22.0341194}, {'lat': 39.074208, 'lng': 21.824312}]",Drama,Romance,
12,tt0369610,Jurassic World 3D,US,,7.0,539338,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi","Jun 12, 2015","$215,000,000","$652,270,625","$1,648,854,864",7.669092390697674,"[""Kualoa Ranch - 49560 Kamehameha Highway, Ka'a'awa, O'ahu, Hawaii, USA"", 'New Orleans, Louisiana, USA', ""Jurassic Kahili Ranch, Kilauea, Kaua'i, Hawaii, USA"", 'Manoa Falls, Oahu, Hawaii, USA', ""Blue Hole, Kaua'i, Hawaii, USA"", ""Lawai, Kaua'i, Hawaii, USA"", 'Louisiana, USA', ""Manawaiopuna Falls, Hanapepe Valley, Kaua'i, Hawaii, USA"", ""Olokele Valley, Kaua'i, Hawaii, USA"", 'The Honolulu Zoo, 151 Kapahulu Ave, Honolulu, Hawaii, USA', 'Jurassic Kahili Ranch, Kilauea, Kauai, Hawaii, USA', 'Oahu, Hawaii, USA', 'Louis Armstrong New Orleans International Airport - 900 Airline Drive, Kenner, Louisiana, USA', 'Na Pali Coast State Park, Kauai, Hawaii, USA', 'Honolulu, Hawaii, USA', 'Hawaii Convention Center - 1801 Kalakaua Avenue, Honolulu, Hawaii, USA', 'Hawaii, USA', 'Marin County, California, USA', 'USA', 'New York City, New York, USA', 'Kauai, Hawaii, USA', 'Big Easy Studios - 13800 Old Gentilly Rd, New Orleans, Louisiana, USA']","[{'lat': 21.5206575, 'lng': -157.8372609}, {'lat': 29.95106579999999, 'lng': -90.0715323}, {'lat': 22.1970999, 'lng': -159.3969976}, {'lat': 21.3420389, 'lng': -157.7992015}, {'lat': 22.0706522, 'lng': -159.4961272}, {'lat': 21.9219444, 'lng': -159.5094444}, {'lat': 30.9842977, 'lng': -91.96233269999999}, {'lat': 21.9882298, 'lng': -159.5258259}, {'lat': 21.9222222, 'lng': -159.6286111}, {'lat': 21.2710896, 'lng': -157.8214785}, {'lat': 22.1970999, 'lng': -159.3969976}, {'lat': 21.4389123, 'lng': -158.0000565}, {'lat': 29.9910905, 'lng': -90.2592299}, {'lat': 22.1667399, 'lng': -159.6392441}, {'lat': 21.3069444, 'lng': -157.8583333}, {'lat': 21.29024, 'lng': -157.8364238}, {'lat': 19.8967662, 'lng': -155.5827818}, {'lat': 38.083403, 'lng': -122.7633036}, {'lat': 37.09024, 'lng': -95.712891}, {'lat': 40.7127753, 'lng': -74.0059728}, {'lat': 22.0964396, 'lng': -159.5261238}, {'lat': 30.0049609, 'lng': -90.032378}]",Action,Adventure,Sci-Fi
8772,tt1490017,Lego: The Piece of Resistance,US,,7.8,304179,The Lego Movie,The Lego Movie,2014,100.0,"Action,Adventure,Animation","Feb 7, 2014","$60,000,000","$257,784,718","$457,729,388",7.628823133333333,"['Fox Studios, Moore Park, Sydney, New South Wales, Australia', 'New York City, New York, USA', 'Boston, Massachusetts, USA']","[{'lat': -33.8930422, 'lng': 151.2238806}, {'lat': 40.7127753, 'lng': -74.0059728}, {'lat': 42.3600825, 'lng': -71.0588801}]",Action,Adventure,Animation
26505,tt2229499,Don Jon's Addiction,US,,6.6,216350,Don Jon,Don Jon,2013,90.0,"Comedy,Drama,Romance","Sep 27, 2013","$5,500,000","$24,477,704","$41,268,579",7.503378,"['Hackensack, New Jersey, USA', 'Valley Plaza 6 - 6355 Bellingham Avenue, North Hollywood, California, USA', 'Los Angeles, California, USA', 'Los Angeles City College - 855 North Vermont Avenue, Los Angeles, California, USA', 'Hancock Park, Los Angeles, California, USA', 'Sherman Way between Darby Ave to Reseda Blvd, Reseda, Los Angeles, California, USA']","[{'lat': 40.8859325, 'lng': -74.0434736}, {'lat': 34.18608469999999, 'lng': -118.3991241}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 34.0872692, 'lng': -118.2924734}, {'lat': 34.0723327, 'lng': -118.3286614}, {'lat': 34.2011016, 'lng': -118.5005657}]",Comedy,Drama,Romance
12227,tt2194499,About Time,US,,7.8,263136,About Time,About Time,2013,123.0,"Comedy,Drama,Fantasy","Nov 1, 2013","$12,000,000","$15,323,921","$89,309,178",7.4424315,"['Portloe, Cornwall, England, UK', 'Notting Hill, London, England, UK', 'Porthpean House, St Austell, Cornwall, England, UK', 'Whitehouse Apartments, 9 Belvedere Road, South Bank, London, England, UK', 'Maida Vale Underground Station, Maida Vale, London, England, UK', 'Paddington Station, Paddington, London, England, UK', ""Abbey Road, St. John's Wood, London, England, UK"", ""Brondesbury Road, Queen's Park, London, England, UK"", '102 Golborne Road, London, England, UK', 'Cornwall, England, UK', ""59 Brondesbury Road, Queen's Park, London, England, UK"", 'St. Michael Penkivel, Cornwall, England, UK', 'Royal Courts of Justice, Strand, Holborn, London, England, UK', ""Lincoln's Inn Fields, Holborn, London, England, UK"", 'The Old Vic - The Cut, London, England, UK', ""Courtfield Gardens, Earl's Court, London, England, UK"", ""Zorba's Greek Taverna - 36 Leinster Gardens, London, England, UK"", 'National Theatre, South Bank Centre, South Bank, Lambeth, London, England, UK', 'London, England, UK', '1 Newburgh Street, Soho, London, England, UK']","[{'lat': 50.219505, 'lng': -4.8909921}, {'lat': 51.5160125, 'lng': -0.2090148}, {'lat': 50.32118500000001, 'lng': -4.770042999999999}, {'lat': 51.5053011, 'lng': -0.114712}, {'lat': 51.52987779999999, 'lng': -0.1857278}, {'lat': 51.5166744, 'lng': -0.1769328}, {'lat': 51.5354361, 'lng': -0.1812038}, {'lat': 51.5353705, 'lng': -0.2023924}, {'lat': 51.5214641, 'lng': -0.2093871}, {'lat': 50.26604709999999, 'lng': -5.0527125}, {'lat': 51.5366922, 'lng': -0.1992248}, {'lat': 50.2400767, 'lng': -5.0048993}, {'lat': 51.5136609, 'lng': -0.1132125}, {'lat': 51.5156073, 'lng': -0.1178205}, {'lat': 51.50205949999999, 'lng': -0.1093125}, {'lat': 51.4935775, 'lng': -0.1886787}, {'lat': 51.5113347, 'lng': -0.1831026}, {'lat': 51.5072194, 'lng': -0.1143667}, {'lat': 51.5073509, 'lng': -0.1277583}, {'lat': 51.5134057, 'lng': -0.1384203}]",Comedy,Drama,Fantasy
19642,tt1270797,Antidote,US,,6.7,275406,Venom,Venom,2018,112.0,"Action,Sci-Fi,Thriller","Oct 5, 2018","$116,000,000","$213,511,408","$853,628,605",7.358867284482758,"['Atlanta, Georgia, USA', 'San Francisco, California, USA', '1151/1153 Montgomery, St. San Francisco, California, USA', 'California, USA', 'Georgia, USA', 'USA', 'New York City, New York, USA', 'The Merchants Exchange Building, 465 California St #1600, San Francisco, CA 94104, United States']","[{'lat': 33.7489954, 'lng': -84.3879824}, {'lat': 37.7749295, 'lng': -122.4194155}, {'lat': 37.799849, 'lng': -122.4044062}, {'lat': 36.778261, 'lng': -119.4179324}, {'lat': 32.1656221, 'lng': -82.9000751}, {'lat': 37.09024, 'lng': -95.712891}, {'lat': 40.7127753, 'lng': -74.0059728}, None]",Action,Sci-Fi,Thriller
44704,tt6112220,The Butterfly Effect,US,en,6.9,104,The Butterfly Effect,Vidas Em Paralelo,2010,85.0,"Comedy,Crime,Drama","Jan 23, 2004","$13,000,000","$57,924,679","$95,638,592",7.356814769230769,"['Beverly Hills, California, USA']","[{'lat': 34.0736204, 'lng': -118.4003563}]",Comedy,Crime,Drama
